Keywrd Phrase Txt,N,SumSearches,ReSearchPercent,SearchBounceRate
napkins,30,633,0.1895734597156398,0.052132701421800945
tom ford,57,1486,0.2759084791386272,0.08882907133243607
silhouette cameo,13,234,0.07692307692307693,0.05555555555555555
8x10 rugs on sale,5,77,0.15584415584415584,0.12987012987012986
lumbar pillow,57,1401,0.1655960028551035,0.06281227694503926
disney comforter,1,68,0.04411764705882353,0
eminence,45,1345,0.12936802973977696,0.06022304832713755
front doors,27,430,0.3488372093023256,0.28837209302325584
pool storage,15,225,0.22666666666666666,0.14222222222222222
shelf,70,4022,0.24888115365489807,0.12108403779214322
linen napkins,3,59,0.15254237288135594,0.03389830508474576
womens evening gowns,1,73,0.0547945205479452,0
26 inch counter stools,3,57,0.40350877192982454,0.05263157894736842
over the door mirror,4,55,0.10909090909090909,0.05454545454545454
chaise cushion,33,646,0.14086687306501547,0.09442724458204334
bangle bracelets,8,135,0.35555555555555557,0.07407407407407407
blankets,51,1293,0.1136890951276102,0.04717710750193349
carry on suitcase,7,137,0.2846715328467153,0.058394160583941604
invicta mens watch,25,472,0.13983050847457626,0.1292372881355932
drapery,3,82,0.18292682926829268,0
kids shoes,20,369,0.3008130081300813,0.06504065040650407
electric grills,5,77,0.14285714285714285,0.06493506493506493
Large Area Carpets,2,79,0.13924050632911392,0
laptop desks,4,60,0.25,0.11666666666666667
bathroom curtain set,4,74,0.2702702702702703,0
7 foot round natural fiber rugs,1,166,0.5180722891566265,0
mercury row,8,125,0.448,0.08
guest bed,7,115,0.2608695652173913,0.05217391304347826
vanity light,76,2892,0.2157676348547718,0.08160442600276625
strapless bra,2,64,0.0625,0
hampers,34,617,0.18962722852512157,0.06320907617504051
twin bedding sets,38,1080,0.25833333333333336,0.08148148148148149
navy blue large area rugs,2,58,0.3448275862068966,0.017241379310344827
men's shorts,9,492,0.06300813008130081,0.012195121951219513
light bulb,2,64,0.046875,0
behr premium plus ultra ul21416,13,216,0.47685185185185186,0.37037037037037035
console table,89,14396,0.12642400666851902,0.08905251458738539
modern chandelier,32,731,0.16415868673050615,0.05198358413132695
king size quilts,29,537,0.18063314711359404,0.08752327746741155
food processor,14,239,0.18828451882845187,0.08786610878661087
behr premium plus ultra 275305,27,892,0.4327354260089686,0.33856502242152464
outdoor covers,5,77,0.2077922077922078,0.012987012987012988
Comforter,90,11262,0.2009412182560824,0.11010477712662049
ceiling fans with light,90,7323,0.1330055987983067,0.08521097910692339
organization,6,89,0.43820224719101125,0.02247191011235955
kids wall decor,2,146,0.06164383561643835,0
square tablecloths,9,155,0.14838709677419354,0.07096774193548387
behr premium plus 185001,19,362,0.39226519337016574,0.3839779005524862
bunk bed,76,5677,0.1194292760260701,0.12682754976219834
car amplifiers,4,73,0.1095890410958904,0.0821917808219178
pot filler,9,183,0.12021857923497267,0.18579234972677597
hamsa,4,63,0.4603174603174603,0.06349206349206349
outside storage,5,82,0.23170731707317074,0.0975609756097561
daybed with pop up trundle,29,496,0.16330645161290322,0.11693548387096774
grey dining set,8,144,0.1875,0.04861111111111111
dooney and bourke wallet,10,360,0.11388888888888889,0.027777777777777776
electric blanket,4,62,0.0967741935483871,0.03225806451612903
hanging chairs,80,4994,0.1341609931918302,0.3261914297156588
baby swing,15,234,0.3504273504273504,0.1623931623931624
fake bake,2,53,0.07547169811320754,0.018867924528301886
pop up trundle bed,5,78,0.20512820512820512,0.1282051282051282
living room table sets,5,90,0.3333333333333333,0.05555555555555555
sideboards,86,4430,0.13679458239277653,0.09345372460496613
coir mat,2,211,0.10426540284360189,0
gray dining chairs,13,260,0.21153846153846154,0.019230769230769232
mattress protector,24,595,0.09411764705882353,0.023529411764705882
cookware sets,30,601,0.12312811980033278,0.10149750415973377
grommet curtain,10,314,0.3184713375796178,0.022292993630573247
5x7 area rugs,36,1183,0.11834319526627218,0.04649196956889264
king quilts,75,3281,0.16793660469369096,0.058823529411764705
oversized ottoman,12,213,0.19718309859154928,0.11267605633802817
convertible sofa,53,1384,0.16329479768786126,0.09971098265895954
pantry storage,9,137,0.43795620437956206,0.08759124087591241
standard shams,2,141,0.05673758865248227,0
blue and ivory area rugs,1,58,0.05172413793103448,0
bar stools,90,24291,0.06327446379317443,0.05261207854761023
privacy fencing,9,134,0.3358208955223881,0.09701492537313433
nuloom hand knitted jute,1,72,0.08333333333333333,0
small kitchen tables,28,490,0.15306122448979592,0.11020408163265306
bathroom tiles,30,585,0.23247863247863249,0.06153846153846154
5x7 area rug,6,92,0.14130434782608695,0.010869565217391304
queen boxspring,35,748,0.17245989304812834,0.14304812834224598
elk opulence 5 light rose,1,55,0.03636363636363636,0
Outdoor Cushions &amp Pillows,15,333,0.23423423423423423,0.04504504504504504
ring enhancer,8,141,0.15602836879432624,0.0425531914893617
quilts black and white colored,1,72,0.06944444444444445,0
ceiling medallions,5,74,0.17567567567567569,0.05405405405405406
vanity top,23,359,0.18384401114206128,0.116991643454039
road trip entertainment,1,78,0.01282051282051282,0
acrylic table,13,209,0.20095693779904306,0.06698564593301436
bathroom cabinets with sink,10,213,0.19248826291079812,0.215962441314554
office desk,90,8822,0.12570845613239628,0.09147585581500793
office furniture,59,1343,0.2122114668652271,0.1325390915860015
ray bags,26,620,0.667741935483871,0.11451612903225807
gourmet basics,1,62,0.016129032258064516,0
safavieh bellagio,3,56,0.30357142857142855,0
rattan chairs,13,232,0.2025862068965517,0.1206896551724138
sapphire engagement ring,3,66,0.24242424242424243,0.045454545454545456
pillow cover,58,1455,0.2020618556701031,0.08041237113402062
wool and jute,2,79,0.11392405063291139,0
car mats,3,57,0.5614035087719298,0.05263157894736842
down throw pillow,3,106,0.1792452830188679,0
light blocking curtains,4,112,0.09821428571428571,0
wall planter,22,410,0.17317073170731706,0.12926829268292683
lightweight comforter,8,144,0.1875,0.020833333333333332
eleanor counter chairs,2,52,0.09615384615384616,0.019230769230769232
large mirror,57,1548,0.1821705426356589,0.1124031007751938
power strip,2,137,0.029197080291970802,0
ladder bookcase,26,474,0.14556962025316456,0.07805907172995781
de couer rose gold,2,58,0.034482758620689655,0
unicorn pool,1,64,0.03125,0
Sunjoy,7,91,0.32967032967032966,0.10989010989010989
wood blinds,26,564,0.18971631205673758,0.10638297872340426
outdoor art,19,385,0.2077922077922078,0.08571428571428572
four poster bed,8,114,0.17543859649122806,0.14912280701754385
black counter stool,2,59,0.559322033898305,0.1016949152542373
kitchen faucet,69,3034,0.13579433091628212,0.08701384311140409
bathroom lighting,89,7588,0.20202952029520296,0.08803373748023194
narrow bookcases,7,110,0.2727272727272727,0.10909090909090909
monitor,20,435,0.1839080459770115,0.07586206896551724
microfiber sheet,9,187,0.11764705882352941,0.0427807486631016
animal hide rugs,1,73,0.0136986301369863,0
8 oz.,10,756,0.44841269841269843,0.26587301587301587
Convenience Concepts,5,68,0.3088235294117647,0.014705882352941176
9x12 shag rugs,5,96,0.20833333333333334,0.052083333333333336
men's wedding bands,9,148,0.16216216216216217,0.060810810810810814
l shape desk,25,496,0.14717741935483872,0.07661290322580645
patio table umbrella,4,94,0.09574468085106383,0.05319148936170213
melamine plates,23,417,0.17985611510791366,0.08633093525179857
kids dresser,42,1342,0.16095380029806258,0.11773472429210134
outdoor patio sets,8,126,0.1984126984126984,0.07936507936507936
decorative pillows,90,7459,0.11462662555302319,0.07601555168253117
gym bag,3,61,0.21311475409836064,0.08196721311475409
wood fire pit,5,95,0.12631578947368421,0.06315789473684211
king size bed frame with headboard,3,58,0.1724137931034483,0.08620689655172414
behr premium plus ultra ul22316,26,937,0.40981856990394877,0.3617929562433298
entryway bench,82,5757,0.14451971512940767,0.08181344450234497
beds,80,3672,0.09558823529411764,0.05555555555555555
window shades,51,1040,0.12115384615384615,0.07692307692307693
daybed trundle,28,659,0.125948406676783,0.06980273141122914
leather briefcases,7,130,0.12307692307692308,0.09230769230769231
grey sheets,5,81,0.09876543209876543,0.012345679012345678
nuloom area rug,44,1633,0.16166564605021433,0.03735456215554195
outdoor lounge chairs,78,5678,0.11500528355054597,0.1539274392391687
clay alder home,54,1282,0.14274570982839313,0.0187207488299532
slip cover,17,373,0.16085790884718498,0.045576407506702415
bathroom cabinets,90,6213,0.20569773056494448,0.1245774987928537
inflatable pools,16,318,0.22327044025157233,0.1918238993710692
hard luggage sets,1,74,0.05405405405405406,0.013513513513513514
white throw blanket,6,125,0.136,0.024
wall tapestries,26,668,0.25299401197604793,0.06437125748502993
bed in a bag comforter sets,6,146,0.15753424657534246,0.0136986301369863
coat hooks,16,269,0.20074349442379183,0.10408921933085502
small bookcase,4,52,0.19230769230769232,0.09615384615384616
out door rug,17,298,0.26174496644295303,0.1342281879194631
TEAL BROWN RUG,2,76,0.05263157894736842,0
porch glider,12,187,0.15508021390374332,0.15508021390374332
patio umbrella with lights,7,106,0.14150943396226415,0.07547169811320754
metal platform beds,7,160,0.13125,0.05
BED FRAMES and headboards,57,2499,0.20328131252501,0.11164465786314526
rug runner,57,1787,0.13822048125349748,0.039731393396754335
tory burch watch,2,52,0.038461538461538464,0.038461538461538464
deck box,80,4324,0.14222941720629048,0.21438482886216467
puerta outdoor wicker,4,59,0.1016949152542373,0
bed pillow cases,1,88,0.056818181818181816,0
plaid bedding,9,141,0.2624113475177305,0.05673758865248227
tiara,4,77,0.16883116883116883,0.2857142857142857
savannah rug,11,187,0.34759358288770054,0.03208556149732621
homestar,1,268,0.007462686567164179,0.2574626865671642
outdoor bakers rack,5,71,0.1267605633802817,0.08450704225352113
beach valance,1,125,0.072,0
behr premium plus ultra 875301,27,941,0.44739638682252925,0.33475026567481403
ivory shag rug,8,142,0.23943661971830985,0.056338028169014086
solar garden lights,7,115,0.13043478260869565,0.06086956521739131
accent chair,84,9285,0.14076467420570812,0.08508346795907377
dinette sets,70,1948,0.1740246406570842,0.10831622176591375
MENS TITANIUM RING,6,103,0.17475728155339806,0.038834951456310676
2x3 rugs,31,806,0.11662531017369727,0.02481389578163772
plush mattress,4,55,0.14545454545454545,0.07272727272727272
dog toys,23,790,0.10632911392405063,0.03417721518987342
stool,86,6443,0.2397951264938693,0.11097314915412075
table fan,5,80,0.2375,0.0875
blue sectional,6,107,0.21495327102803738,0.07476635514018691
round tablecloths,5,74,0.10810810810810811,0.013513513513513514
nearly natural,3,58,0.4482758620689655,0
water glasses,4,57,0.21052631578947367,0.017543859649122806
LEATHER CHAIRS,86,4546,0.19291684997800265,0.09414870215574131
outdoor furniture cushions,68,1859,0.17428725121032812,0.12479827864443249
king sheet set deep pocket,7,141,0.2127659574468085,0
hot cold and room temperature free-standing water cooler in black,1,66,0.015151515151515152,0
turkish towels,9,145,0.1793103448275862,0.05517241379310345
patio chair cushions,89,6206,0.1369642281662907,0.1408314534321624
ice coolers,5,71,0.15492957746478872,0.07042253521126761
garden pots,5,75,0.10666666666666667,0.08
tiffany style light,60,1465,0.1924914675767918,0.23822525597269625
candle lantern,11,318,0.11320754716981132,0.025157232704402517
entryway benches,3,74,0.22972972972972974,0.08108108108108109
royal blue sheer curtains,1,52,0.019230769230769232,0
king bed set,5,86,0.3372093023255814,0.18604651162790697
corelle dinnerware,37,662,0.14954682779456194,0.1782477341389728
easy spirit shoes,5,86,0.16279069767441862,0.03488372093023256
pearl heart dangle earrings,1,61,0.9016393442622951,0.01639344262295082
night tables,29,538,0.1970260223048327,0.10594795539033457
large rugs,20,360,0.1527777777777778,0.08333333333333333
travel jewelry,1,112,0.0625,0
8x10 safavieh rugs,1,70,0.014285714285714285,0
patio curtains,25,532,0.21804511278195488,0.041353383458646614
outdoor runners,10,252,0.1626984126984127,0.03968253968253968
walmart,45,787,0.29860228716645487,0.3545108005082592
golf balls,26,497,0.1790744466800805,0.1448692152917505
sun shades,8,130,0.26153846153846155,0.015384615384615385
palladium,9,147,0.23129251700680273,0.10204081632653061
seaside lodge,3,52,0.3269230769230769,0.1346153846153846
contemporary nightstands,3,77,0.09090909090909091,0.05194805194805195
eddie bauer bedding,41,889,0.19460067491563554,0.04611923509561305
fanny pack,21,350,0.17714285714285713,0.12
full length wall mirror,20,334,0.16467065868263472,0.17365269461077845
behr premium plus 905001,27,849,0.3934040047114252,0.37691401648998824
bathroom rugs,85,5084,0.09893784421715185,0.05684500393391031
behr marquee 445001,27,855,0.3719298245614035,0.40350877192982454
penny tile,12,192,0.13541666666666666,0.125
9 x 12 rugs,13,219,0.1917808219178082,0.0639269406392694
full platform bed,70,2630,0.19049429657794678,0.07452471482889733
reversible quilt,3,58,0.13793103448275862,0
shelf bracket,4,82,0.18292682926829268,0.10975609756097561
futon bed,50,1356,0.17920353982300885,0.13421828908554573
Undermount Kitchen Sinks,12,208,0.3076923076923077,0.08173076923076923
wyndham collection,3,63,0.12698412698412698,0
queen bed sets,2,55,0.07272727272727272,0
tanzanite rings,30,532,0.17669172932330826,0.07894736842105263
chair sleeper,5,83,0.1927710843373494,0.0963855421686747
scarf,3,145,0.06206896551724138,0.006896551724137931
bezel diamond ring,4,109,0.3211009174311927,0.009174311926605505
chair slipcovers,49,1070,0.1130841121495327,0.1205607476635514
Rug 9' x 12',3,54,0.12962962962962962,0.07407407407407407
michael kors shoes,23,536,0.20335820895522388,0.07276119402985075
woven rug,34,772,0.19818652849740934,0.07124352331606218
kids sunglasses,3,57,0.05263157894736842,0
designart circular wall art red river,1,942,0.09235668789808917,0
lavender comforter,5,79,0.22784810126582278,0.08860759493670886
patio end tables,10,235,0.11914893617021277,0.11063829787234042
oversized rugs 12x17,2,53,0.09433962264150944,0
cartier,48,1020,0.2911764705882353,0.1264705882352941
dining bench with back,16,277,0.16967509025270758,0.061371841155234655
full size day bed,14,222,0.17567567567567569,0.12162162162162163
bb cream,2,65,0.046153846153846156,0
momeni,8,144,0.16666666666666666,0.027777777777777776
circle mirror,9,155,0.23225806451612904,0.2
hutch,77,3863,0.2052808697903184,0.1592026922081284
breakfast nook,66,3118,0.18248877485567672,0.1568313021167415
queen foam mattress,4,83,0.04819277108433735,0.024096385542168676
tv antenna,6,87,0.12643678160919541,0.08045977011494253
area rugs,90,18017,0.052783482266748075,0.042015873896875174
adirondack chair,59,2016,0.11706349206349206,0.2941468253968254
cabinet,90,15090,0.18608349900596421,0.18595096090125912
stampendous fresh peony die,1,420,0.009523809523809525,0
9x12 rug,43,1403,0.12544547398431932,0.06699928724162509
king bed skirt,5,119,0.10084033613445378,0.05042016806722689
behr premium plus 430005,27,1009,0.40336967294350845,0.3597621407333994
blue quilt set,4,82,0.2073170731707317,0
paintings,68,2341,0.19179837676206749,0.07945322511747116
white pillow shams,6,107,0.2523364485981308,0.056074766355140186
accent chests,71,2300,0.16478260869565217,0.07434782608695652
wine glass,3,53,0.32075471698113206,0.05660377358490566
grey shag rug,8,162,0.19135802469135801,0.06172839506172839
tiki torches,6,94,0.10638297872340426,0.13829787234042554
full size headboard,49,1574,0.15501905972045743,0.1207115628970775
light green rag rug,2,68,0.10294117647058823,0
rainbow,4,75,0.30666666666666664,0.05333333333333334
windows,13,192,0.34375,0.28125
chevron bedding,5,73,0.2465753424657534,0.0136986301369863
metal basket bowl,1,81,0.09876543209876543,0
egyptian cotton sheet sets,19,358,0.13128491620111732,0.0335195530726257
pink rings,1,65,0.09230769230769231,0
floral shirts,1,144,0.06944444444444445,0
beach towels,68,3647,0.11159857417055113,0.08390457910611461
gopro,15,259,0.2084942084942085,0.20077220077220076
semi flush light,5,79,0.1518987341772152,0.06329113924050633
distressed ivory rug,2,66,0.06060606060606061,0
diamond anniversary rings,3,55,0.34545454545454546,0
usb flash drive,1,96,0.08333333333333333,0
colored diamond rings,2,59,0.1864406779661017,0.01694915254237288
7x7 rug,4,66,0.12121212121212122,0.10606060606060606
rugs 9X 12,2,59,0.06779661016949153,0.01694915254237288
Coaster,11,154,0.22077922077922077,0.05844155844155844
patio sectional sofa,12,342,0.09064327485380116,0.06140350877192982
cross ring,2,76,0.6052631578947368,0
bra,19,410,0.1902439024390244,0.041463414634146344
bernhardt,8,127,0.44881889763779526,0.12598425196850394
wood coffee table,48,1166,0.16295025728987994,0.10806174957118353
oversized recliners,10,144,0.18055555555555555,0.1111111111111111
tungsten wedding bands,4,65,0.15384615384615385,0.015384615384615385
cotton throw blanket,2,99,0.09090909090909091,0.010101010101010102
contemporary bar stools,3,75,0.12,0.02666666666666667
office storage,16,342,0.20175438596491227,0.07602339181286549
safeviah,4,55,0.3090909090909091,0.09090909090909091
freestanding bathtubs,20,311,0.16720257234726688,0.10610932475884244
black runner,4,86,0.5232558139534884,0
outdoor patio chairs,8,129,0.2868217054263566,0.03875968992248062
gold decor,8,160,0.28125,0.04375
flat weave rug,14,235,0.2425531914893617,0.05531914893617021
BAKERS RACK,83,3640,0.17142857142857143,0.16153846153846155
organic cotton sheets,9,181,0.15469613259668508,0.04419889502762431
NYX,2,95,0.09473684210526316,0
9 x 12 grey solid area rug,1,75,0.05333333333333334,0.013333333333333334
turntable,8,122,0.1721311475409836,0.08196721311475409
fathers day gifts,12,329,0.08206686930091185,0.0668693009118541
women's briefcase,4,62,0.1935483870967742,0.04838709677419355
cafe table,27,459,0.24618736383442266,0.23311546840958605
cargo shorts,3,67,0.11940298507462686,0.029850746268656716
outdoor swings,14,199,0.21608040201005024,0.09045226130653267
behr premium plus 405001,27,881,0.3870601589103292,0.3745743473325766
door hardware,12,166,0.18674698795180722,0.06626506024096386
king bed skirts,4,51,0.13725490196078433,0.058823529411764705
bike rack,34,658,0.19908814589665655,0.1276595744680851
pullout couch,4,56,0.19642857142857142,0.14285714285714285
Animal Art,4,127,0.09448818897637795,0
tunic,17,290,0.21724137931034482,0.05172413793103448
MICKEY MOUSE,27,428,0.397196261682243,0.17523364485981308
bookcase headboard,23,380,0.19736842105263158,0.08421052631578947
sleigh bed king,4,67,0.29850746268656714,0.08955223880597014
car subwoofers,4,63,0.30158730158730157,0.06349206349206349
shower,23,382,0.18324607329842932,0.078534031413612565
eyebrow pencil,4,91,0.10989010989010989,0.01098901098901099
black dining chair,4,71,0.2535211267605634,0.04225352112676056
lucid queen mattress,3,59,0.06779661016949153,0.03389830508474576
fire pit table,55,1289,0.1590380139643134,0.17377812257564004
lap desk,4,64,0.125,0.0625
round wood dining table,4,71,0.15492957746478872,0.028169014084507043
kids bedroom furniture,26,565,0.17168141592920355,0.09026548672566372
modern dining chair,56,1749,0.22412807318467695,0.06632361349342482
barefoot bungalow,4,102,0.11764705882352941,0.0196078431372549
kenneth cole,7,119,0.17647058823529413,0.5378151260504201
